"prefix","idorgNamespace","title","description","sourceType","baseUri","alternatePrefixes","licence","versionInfo"
"oryzabase.mutant","oryzabase.mutant","Oryzabase Mutant","Oryzabase provides a view of rice (Oryza sativa) as a model monocot plant by integrating biological data with molecular genomic information. It contains information about rice development and anatomy, rice mutants, and genetic resources, especially for wild varieties of rice. Developmental and anatomical descriptions include in situ gene expression data serving as stage and tissue markers. This collection references mutant strain information.","DATABASE","","oryzabase.mutant,ORYZABASE.MUTANT","None","None"
"oryzabase.strain","oryzabase.strain","Oryzabase Strain","Oryzabase provides a view of rice (Oryza sativa) as a model monocot plant by integrating biological data with molecular genomic information. It contains information about rice development and anatomy, rice mutants, and genetic resources, especially for wild varieties of rice. Developmental and anatomical descriptions include in situ gene expression data serving as stage and tissue markers. This collection references wild strain information.","DATABASE","","oryzabase.strain,ORYZABASE.STRAIN","None","None"
"oryzabase.stage","oryzabase.stage","Oryzabase Stage","Oryzabase provides a view of rice (Oryza sativa) as a model monocot plant by integrating biological data with molecular genomic information. It contains information about rice development and anatomy, rice mutants, and genetic resources, especially for wild varieties of rice. Developmental and anatomical descriptions include in situ gene expression data serving as stage and tissue markers. This collection references development stage information.","DATABASE","","oryzabase.stage,ORYZABASE.STAGE","None","None"
"otl","otl","Oryza Tag Line","Oryza Tag Line is a database that was developed to collect information generated from the characterization of rice (Oryza sativa L cv. Nipponbare) insertion lines resulting in potential gene disruptions. It collates morpho-physiological alterations observed during field evaluation, with each insertion line documented through a generic passport data including production records, seed stocks and FST information.","DATABASE","","otl,OTL","None","None"
"genewiki","genewiki","Gene Wiki","The Gene Wiki is project which seeks to provide detailed information on human genes. Initial 'stub' articles are created in an automated manner, with further information added by the community. Gene Wiki can be accessed in wikipedia using Gene ids from NCBI.","DATABASE","","genewiki,GENEWIKI","None","None"
"paxdb.organism","paxdb.organism","PaxDb Organism","PaxDb is a resource dedicated to integrating information on absolute protein abundance levels across different organisms. Publicly available experimental data are mapped onto a common namespace and, in the case of tandem mass spectrometry data, re-processed using a standardized spectral counting pipeline. Data sets are scored and ranked to assess consistency against externally provided protein-network information. PaxDb provides whole-organism data as well as tissue-resolved data, for numerous proteins. This collection references protein abundance information by species.","DATABASE","","paxdb.organism,PAXDB.ORGANISM","None","None"
"paxdb.protein","paxdb.protein","PaxDb Protein","PaxDb is a resource dedicated to integrating information on absolute protein abundance levels across different organisms. Publicly available experimental data are mapped onto a common namespace and, in the case of tandem mass spectrometry data, re-processed using a standardized spectral counting pipeline. Data sets are scored and ranked to assess consistency against externally provided protein-network information. PaxDb provides whole-organism data as well as tissue-resolved data, for numerous proteins. This collection references individual protein abundance levels.","DATABASE","","paxdb.protein,PAXDB.PROTEIN","None","None"
"pdb.ligand","pdb.ligand","Protein Data Bank Ligand","The Protein Data Bank is the single worldwide archive of structural data of biological macromolecules. This collection references ligands.","DATABASE","","pdb.ligand,PDB.LIGAND","None","None"
"merops.inhibitor","merops.inhibitor","MEROPS Inhibitor","The MEROPS database is an information resource for peptidases (also termed proteases, proteinases and proteolytic enzymes) and the proteins that inhibit them. This collections references inhibitors.","DATABASE","","merops.inhibitor,MEROPS.INHIBITOR","None","None"
"adw","adw","Animal Diversity Web","Animal Diversity Web (ADW) is an online database of animal natural history, distribution, classification, and conservation biology.","DATABASE","","adw,ADW","None","None"
"glida.gpcr","glida.gpcr","GLIDA GPCR","The GPCR-LIgand DAtabase (GLIDA) is a GPCR-related chemical genomic database that is primarily focused on the correlation of information between GPCRs and their ligands. It provides correlation data between GPCRs and their ligands, along with chemical information on the ligands. This collection references G-protein coupled receptors.","DATABASE","","glida.gpcr,GLIDA.GPCR","None","None"
"glida.ligand","glida.ligand","GLIDA Ligand","The GPCR-LIgand DAtabase (GLIDA) is a GPCR-related chemical genomic database that is primarily focused on the correlation of information between GPCRs and their ligands. It provides correlation data between GPCRs and their ligands, along with chemical information on the ligands. This collection references ligands.","DATABASE","","glida.ligand,GLIDA.LIGAND","None","None"
"GRSDB","grsdb","GRSDB","GRSDB is a database of G-quadruplexes and contains information on composition and distribution of putative Quadruplex-forming G-Rich Sequences (QGRS) mapped in the eukaryotic pre-mRNA sequences, including those that are alternatively processed (alternatively spliced or alternatively polyadenylated). The data stored in the GRSDB is based on computational analysis of NCBI Entrez Gene entries and their corresponding annotated genomic nucleotide sequences of RefSeq/GenBank.","DATABASE","","grsdb,GRSDB","None","None"
"F-SNP","fsnp","F-SNP","The Functional Single Nucleotide Polymorphism (F-SNP) database integrates information obtained from databases about the functional effects of SNPs. These effects are predicted and indicated at the splicing, transcriptional, translational and post-translational level. In particular, users can retrieve SNPs that disrupt genomic regions known to be functional, including splice sites and transcriptional regulatory regions. Users can also identify non-synonymous SNPs that may have deleterious effects on protein structure or function, interfere with protein translation or impede post-translational modification.","DATABASE","","fsnp,FSNP,F-SNP,f-snp","None","None"
"hdr","hdr","Homeodomain Research","The Homeodomain Resource is a curated collection of sequence, structure, interaction, genomic and functional information on the homeodomain family. It contains sets of curated homeodomain sequences from fully sequenced genomes, including experimentally derived homeodomain structures, homeodomain protein-protein interactions, homeodomain DNA-binding sites and homeodomain proteins implicated in human genetic disorders.","DATABASE","","hdr,HDR","None","None"
"NORINE","norine","NORINE","Norine is a database dedicated to nonribosomal peptides (NRPs). In bacteria and fungi, in addition to the traditional ribosomal proteic biosynthesis, an alternative ribosome-independent pathway called NRP synthesis allows peptide production. The molecules synthesized by NRPS contain a high proportion of nonproteogenic amino acids whose primary structure is not always linear, often being more complex and containing cycles and branchings.","DATABASE","","norine,NORINE","None","None"
"ordb","ordb","Olfactory Receptor Database","The Olfactory Receptor Database (ORDB) is a repository of genomics and proteomics information of olfactory receptors (ORs). It includes a broad range of chemosensory genes and proteins, that includes in addition to ORs the taste papilla receptors (TPRs), vomeronasal organ receptors (VNRs), insect olfactory receptors (IORs), Caenorhabditis elegans chemosensory receptors (CeCRs), fungal pheromone receptors (FPRs).","DATABASE","","ordb,ORDB","None","None"
"odor","odor","Odor Molecules DataBase","OdorDB stores information related to odorous compounds, specifically identifying those that have been shown to interact with olfactory receptors","DATABASE","","odor,ODOR","None","None"
"p3db.protein","p3db.protein","P3DB Protein","Plant Protein Phosphorylation DataBase (P3DB) is a database that provides information on experimentally determined phosphorylation sites in the proteins of various plant species. This collection references plant proteins that contain phosphorylation sites.","DATABASE","","p3db.protein,P3DB.PROTEIN","None","None"
"p3db.site","p3db.site","P3DB Site","Plant Protein Phosphorylation DataBase (P3DB) is a database that provides information on experimentally determined phosphorylation sites in the proteins of various plant species. This collection references phosphorylation sites in proteins.","DATABASE","","p3db.site,P3DB.SITE","None","None"
"TOPDB","topdb","TOPDB","The Topology Data Bank of Transmembrane Proteins (TOPDB) is a collection of transmembrane protein datasets containing experimentally derived topology information. It contains information gathered from the literature and from public databases availableon transmembrane proteins. Each record in TOPDB also contains information on the given protein sequence, name, organism and cross references to various other databases.","DATABASE","","topdb,TOPDB","None","None"
"cattleqtldb","cattleqtldb","Animal Genome Cattle QTL","The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references cattle QTLs.","DATABASE","","cattleqtldb,CATTLEQTLDB","None","None"
"chickenqtldb","chickenqtldb","Animal Genome Chicken QTL","The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references chicken QTLs.","DATABASE","","chickenqtldb,CHICKENQTLDB","None","None"
"pigqtldb","pigqtldb","Animal Genome Pig QTL","The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references pig QTLs.","DATABASE","","pigqtldb,PIGQTLDB","None","None"
"sheepqtldb","sheepqtldb","Animal Genome Sheep QTL","The Animal Quantitative Trait Loci (QTL) database (Animal QTLdb) is designed to house publicly all available QTL and single-nucleotide polymorphism/gene association data on livestock animal species. This collection references sheep QTLs.","DATABASE","","sheepqtldb,SHEEPQTLDB","None","None"
"gramene.growthstage","gramene.growthstage","Gramene Growth Stage Ontology","Gramene is a comparative genome mapping database for grasses and crop plants. It combines a semi-automatically generated database of cereal genomic and expressed sequence tag sequences, genetic maps, map relations, quantitative trait loci (QTL), and publications, with a curated database of mutants (genes and alleles), molecular markers, and proteins. This collection refers to growth stage ontology information in Gramene.","DATABASE","","gramene.growthstage,GRAMENE.GROWTHSTAGE","None","None"
"ncbigi","ncbigi","NCBI GI","The NCBI GI (or \"gi\") identifier is the original form of identifier for sequence records processed by the NCBI. This 'GenInfo' identifier system was used to access GenBank and related databases, and was assigned to both protein and nucleotide sequences.","DATABASE","","ncbigi,NCBIGI","None","None"
"ebimetagenomics.samp","ebimetagenomics.samp","EBI Metagenomics Sample","The EBI Metagenomics service is an automated pipeline for the analysis and archiving of metagenomic data that aims to provide insights into the phylogenetic diversity as well as the functional and metabolic potential of a sample. Metagenomics is the study of all genomes present in any given environment without the need for prior individual identification or amplification. This collection references samples.","DATABASE","","ebimetagenomics.samp,EBIMETAGENOMICS.SAMP","None","None"
"ega.study","ega.study","European Genome-phenome Archive Study","The EGA is a service for permanent archiving and sharing of all types of personally identifiable genetic and phenotypic data resulting from biomedical research projects. The EGA contains exclusive data collected from individuals whose consent agreements authorize data release only for specific research use or to bona fide researchers. Strict protocols govern how information is managed, stored and distributed by the EGA project. This collection references 'Studies' which are experimental investigations of a particular phenomenon, often drawn from different datasets.","DATABASE","","ega.study,EGA.STUDY","None","None"
"ega.dataset","ega.dataset","European Genome-phenome Archive Dataset","The EGA is a service for permanent archiving and sharing of all types of personally identifiable genetic and phenotypic data resulting from biomedical research projects. The EGA contains exclusive data collected from individuals whose consent agreements authorize data release only for specific research use or to bona fide researchers. Strict protocols govern how information is managed, stored and distributed by the EGA project. This collection references 'Datasets'.","DATABASE","","ega.dataset,EGA.DATASET","None","None"
"ProteomeXchange","proteomexchange","ProteomeXchange","The ProteomeXchange provides a single point of submission of Mass Spectrometry (MS) proteomics data for the main existing proteomics repositories, and encourages the data exchange between them for optimal data dissemination.","DATABASE","","proteomexchange,PROTEOMEXCHANGE,ProteomeXchange","None","None"
"biomodels.vocabulary","biomodels.vocabulary","SBML RDF Vocabulary","Vocabulary used in the RDF representation of SBML models.","DATABASE","","biomodels.vocabulary,BIOMODELS.VOCABULARY","None","None"
"pride.project","pride.project","PRIDE Project","The PRIDE PRoteomics IDEntifications database is a centralized, standards compliant, public data repository that provides protein and peptide identifications together with supporting evidence. This collection references projects.","DATABASE","","pride.project,PRIDE.PROJECT","None","None"
"antibodyregistry","antibodyregistry","Antibody Registry","The Antibody Registry provides ids for antibodies used in publications. It lists commercial antibodies from numerous vendors, each assigned with a unique identifier. Unlisted antibodies can be submitted by providing the catalog number and vendor information.","DATABASE","","antibodyregistry,ANTIBODYREGISTRY","None","None"
"peo","peo","Plant Environment Ontology","The Plant Environment Ontology is a set of standardized controlled vocabularies to describe various types of treatments given to an individual plant / a population or a cultured tissue and/or cell type sample to evaluate the response on its exposure. It also includes the study types, where the terms can be used to identify the growth study facility. Each growth facility such as field study, growth chamber, green house etc is a environment on its own it may also involve instances of biotic and abiotic environments as supplemental treatments used in these studies.","DATABASE","","peo,PEO","None","None"
"idot","idot","Identifiers.org Terms","Identifiers.org Terms (idot) is an RDF vocabulary providing useful terms for describing datasets.","DATABASE","","idot,IDOT","None","None"
"hgnc.family","hgnc.family","HGNC Family","The HGNC (HUGO Gene Nomenclature Committee) provides an approved gene name and symbol (short-form abbreviation) for each known human gene. All approved symbols are stored in the HGNC database, and each symbol is unique. In addition, HGNC also provides symbols for both structural and functional gene families. This collection refers to records using the HGNC family symbol.","DATABASE","","hgnc.family,HGNC.FAMILY","None","None"
"yeastintron","yeastintron","Yeast Intron Database v4.3","The YEast Intron Database (version 4.3) contains information on the spliceosomal introns of the yeast Saccharomyces cerevisiae. It includes expression data that relates to the efficiency of splicing relative to other processes in strains of yeast lacking nonessential splicing factors. The data are displayed on each intron page. This is an updated version of the previous dataset, which can be accessed through [MIR:00000460].","DATABASE","","yeastintron,YEASTINTRON","None","None"
"ardb","ardb","Antibiotic Resistance Genes Database","The Antibiotic Resistance Genes Database (ARDB) is a manually curated database which characterises genes involved in antibiotic resistance. Each gene and resistance type is annotated with information, including resistance profile, mechanism of action, ontology, COG and CDD annotations, as well as external links to sequence and protein databases. This collection references resistance genes.","DATABASE","","ardb,ARDB","None","None"
"Pathema","pathema","Pathema","The over-arching goal of Pathema is to provide a core resource that will accelerated scientific progress towards understanding, detection, diagnosis and treatment of diseases caused by six clades of Category A-C pathogens — Bacillus anthracis, Clostridium botulinum, Burkholderia mallei, Burkholderia pseudomallei, Clostridium perfringens, Entamoeba histolytica — involved in new and re-emerging infectious diseases. Pathema provides comprehensive curated datasets for the targeted pathogen clades, along with advanced bioinformatics capabilities geared specifically towards biodefense requirements, and the identification of potential targets for vaccine development, therapeutics and diagnostics.","DATABASE","","pathema,PATHEMA,Pathema","None","None"
"proteomicsdb.protein","proteomicsdb.protein","ProteomicsDB Protein","ProteomicsDB is an effort dedicated to expedite the identification of the human proteome and its use across the scientific community. This human proteome data is assembled primarily using information  from liquid chromatography tandem-mass-spectrometry (LC-MS/MS) experiments involving human tissues, cell lines and body fluids. Information is accessible for individual proteins, or on the basis of protein coverage on the encoding chromosome, and for peptide components of a protein. This collection provides access to individual proteins.","DATABASE","","proteomicsdb.protein,PROTEOMICSDB.PROTEIN","None","None"
"proteomicsdb.peptide","proteomicsdb.peptide","ProteomicsDB Peptide","ProteomicsDB is an effort dedicated to expedite the identification of the human proteome and its use across the scientific community. This human proteome data is assembled primarily using information from liquid chromatography tandem-mass-spectrometry (LC-MS/MS) experiments involving human tissues, cell lines and body fluids. Information is accessible for individual proteins, or on the basis of protein coverage on the encoding chromosome, and for peptide components of a protein. This collection provides access to the peptides identified for a given protein.","DATABASE","","proteomicsdb.peptide,PROTEOMICSDB.PEPTIDE","None","None"
"hpm.protein","hpm.protein","Human Proteome Map Protein","The Human Proteome Map (HPM) portal integrates the peptide sequencing result from the draft map of the human proteome project. The project was based on LC-MS/MS by utilizing of high resolution and high accuracy Fourier transform mass spectrometry. The HPM contains direct evidence of translation of a number of protein products derived from human genes, based on peptide identifications of multiple organs/tissues and cell types from individuals with clinically defined healthy tissues. The HPM portal provides data on individual proteins, as well as on individual peptide spectra. This collection references proteins.","DATABASE","","hpm.protein,HPM.PROTEIN","None","None"
"hpm.peptide","hpm.peptide","Human Proteome Map Peptide","The Human Proteome Map (HPM) portal integrates the peptide sequencing result from the draft map of the human proteome project. The project was based on LC-MS/MS by utilizing of high resolution and high accuracy Fourier transform mass spectrometry. The HPM contains direct evidence of translation of a number of protein products derived from human genes, based on peptide identifications of multiple organs/tissues and cell types from individuals with clinically defined healthy tissues. The HPM portal provides data on individual proteins, as well as on individual peptide spectra. This collection references individual peptides through spectra.","DATABASE","","hpm.peptide,HPM.PEPTIDE","None","None"
"drugbankv4.target","drugbankv4.target","DrugBank Target v4","The DrugBank database is a bioinformatics and chemoinformatics resource that combines detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information. This collection references target information from version 4 of the database.","DATABASE","","drugbankv4.target,DRUGBANKV4.TARGET","None","None"
"ZINC","zinc","ZINC","ZINC is a free public resource for ligand discovery. The database contains over twenty million commercially available molecules in biologically relevant representations that may be downloaded in popular ready-to-dock formats and subsets. The Web site enables searches by structure, biological activity, physical property, vendor, catalog number, name, and CAS number.","DATABASE","","zinc,ZINC","None","None"
"foodb.compound","foodb.compound","FooDB Compound","FooDB is resource on food and its constituent compounds. It includes data on the compound’s nomenclature, its description, information on its structure, chemical class, its physico-chemical data, its food source(s), its color, its aroma, its taste, its physiological effect, presumptive health effects (from published studies), and concentrations in various foods. This collection references compounds.","DATABASE","","foodb.compound,FOODB.COMPOUND","None","None"
"UNII","unii","UNII","The purpose of the joint FDA/USP Substance Registration System (SRS) is to support health information technology initiatives by generating unique ingredient ids (UNIIs) for substances in drugs, biologics, foods, and devices. The UNII is a non- proprietary, free, unique, unambiguous, non semantic, alphanumeric identifier based on a substance’s molecular structure and/or descriptive information.","DATABASE","","unii,UNII","None","None"
"orphanet.ordo","orphanet.ordo","Orphanet Rare Disease Ontology","The Orphanet Rare Disease ontology (ORDO) is a structured vocabulary for rare diseases, capturing relationships between diseases, genes and other relevant features which will form a useful resource for the computational analysis of rare diseases.
It integrates a nosology (classification of rare diseases), relationships (gene-disease relations, epiemological data) and connections with other terminologies (MeSH, UMLS, MedDRA), databases (OMIM, UniProtKB, HGNC, ensembl, Reactome, IUPHAR, Geantlas) and classifications (ICD10).","DATABASE","","orphanet.ordo,ORPHANET.ORDO","None","None"
"psipar","psipar","Protein Affinity Reagents","Protein Affinity Reagents (PSI-PAR) provides a structured controlled vocabulary for the annotation of experiments concerned with interactions, and interactor production methods. PAR is developed by the HUPO Proteomics Standards Initiative and contains the majority of the terms from the PSI-MI controlled vocabular, as well as additional terms.","DATABASE","","psipar,PSIPAR","None","None"
"clinvar.record","clinvar.record","ClinVar Record","ClinVar archives reports of relationships among medically important variants and phenotypes. It records human variation, interpretations of the relationship specific variations to human health, and supporting evidence for each interpretation. Each ClinVar record (RCV identifier) represents an aggregated view of interpretations of  the same variation and condition from one or more submitters. Submissions for individual variation/phenotype combinations (SCV identifier) are also collected and made available separately. This collection references the Record Report, based on RCV accession.","DATABASE","","clinvar.record,CLINVAR.RECORD","None","None"
"ebimetagenomics.proj","ebimetagenomics.proj","EBI Metagenomics Project","The EBI Metagenomics service is an automated pipeline for the analysis and archiving of metagenomic data that aims to provide insights into the phylogenetic diversity as well as the functional and metabolic potential of a sample. Metagenomics is the study of all genomes present in any given environment without the need for prior individual identification or amplification. This collection references projects.","DATABASE","","ebimetagenomics.proj,EBIMETAGENOMICS.PROJ","None","None"
"euclinicaltrials","euclinicaltrials","EU Clinical Trials","The EU Clinical Trials Register contains information on clinical trials conducted in the European Union (EU), or the European Economic Area (EEA) which started after 1 May 2004.
It also includes trials conducted outside these areas if they form part of a paediatric investigation plan (PIP), or are sponsored by a marketing authorisation holder, and involve the use of a medicine in the paediatric population.","DATABASE","","euclinicaltrials,EUCLINICALTRIALS","None","None"
"google.patent","google.patent","Google Patents","Google Patents covers the entire collection of granted patents and published patent applications from the USPTO, EPO, and WIPO. US patent documents date back to 1790, EPO and WIPO to 1978. Google Patents can be searched using patent number, inventor, classification, and filing date.","DATABASE","","google.patent,GOOGLE.PATENT","None","None"
"USPTO","uspto","USPTO","The United States Patent and Trademark Office (USPTO) is the federal agency for granting U.S. patents and registering trademarks. As a mechanism that protects new ideas and investments in innovation and creativity, the USPTO is at the cutting edge of the nation's technological progress and achievement.","DATABASE","","uspto,USPTO","None","None"
"cpc","cpc","Cooperative Patent Classification","The Cooperative Patent Classification (CPC) is a patent classification system, developed jointly by the European Patent Office (EPO) and the United States Patent and Trademark Office (USPTO). It is based on the previous European classification system (ECLA), which itself was a version of the International Patent Classification (IPC) system. The CPC patent classification system has been used by EPO and USPTO since 1st January, 2013.","DATABASE","","cpc,CPC","None","None"
"gwascentral.study","gwascentral.study","GWAS Central Study","GWAS Central (previously the Human Genome Variation database of Genotype-to-Phenotype information) is a database of summary level findings from genetic association studies, both large and small. It gathers datasets from public domain projects, and accepts direct data submission. It is based upon Marker information encompassing SNP and variant information from public databases, to which allele and genotype frequency data, and genetic association findings are additionally added. A Study (most generic level) contains one or more Experiments, one or more Sample Panels of test subjects, and one or more Phenotypes. This collection references a GWAS Central Study.","DATABASE","","gwascentral.study,GWASCENTRAL.STUDY","None","None"
"exac.variant","exac.variant","ExAC Variant","The Exome Aggregation Consortium (ExAC) is a coalition of investigators seeking to aggregate and harmonize exome sequencing data from a variety of large-scale sequencing projects, and to make summary data available for the wider scientific community. The data pertains to unrelated individuals sequenced as part of various disease-specific and population genetic studies and serves as a reference set of allele frequencies for severe disease studies. This collection references variant information.","DATABASE","","exac.variant,EXAC.VARIANT","None","None"
"gwascentral.marker","gwascentral.marker","GWAS Central Marker","GWAS Central (previously the Human Genome Variation database of Genotype-to-Phenotype information) is a database of summary level findings from genetic association studies, both large and small. It gathers datasets from public domain projects, and accepts direct data submission. It is based upon Marker information encompassing SNP and variant information from public databases, to which allele and genotype frequency data, and genetic association findings are additionally added. A Study (most generic level) contains one or more Experiments, one or more Sample Panels of test subjects, and one or more Phenotypes. This collection references a GWAS Central Marker.","DATABASE","","gwascentral.marker,GWASCENTRAL.MARKER","None","None"
"gwascentral.phenotype","gwascentral.phenotype","GWAS Central Phenotype","GWAS Central (previously the Human Genome Variation database of Genotype-to-Phenotype information) is a database of summary level findings from genetic association studies, both large and small. It gathers datasets from public domain projects, and accepts direct data submission. It is based upon Marker information encompassing SNP and variant information from public databases, to which allele and genotype frequency data, and genetic association findings are additionally added. A Study (most generic level) contains one or more Experiments, one or more Sample Panels of test subjects, and one or more Phenotypes. This collection references a GWAS Central Phenotype.","DATABASE","","gwascentral.phenotype,GWASCENTRAL.PHENOTYPE","None","None"
"lincs.cell","lincs.cell","LINCS Cell","The HMS LINCS Database currently contains information on experimental reagents (small molecule perturbagens, cells, and proteins). It aims to collect and disseminate information relating to the fundamental principles of cellular response in humans to perturbation. This collection references cell lines.","DATABASE","","lincs.cell,LINCS.CELL","None","None"
"lincs.protein","lincs.protein","LINCS Protein","The HMS LINCS Database currently contains information on experimental reagents (small molecule perturbagens, cells, and proteins). It aims to collect and disseminate information relating to the fundamental principles of cellular response in humans to perturbation. This collection references proteins.","DATABASE","","lincs.protein,LINCS.PROTEIN","None","None"
"lincs.molecule","lincs.molecule","LINCS Molecule","The HMS LINCS Database currently contains information on experimental reagents (small molecule perturbagens, cells, and proteins). It aims to collect and disseminate information relating to the fundamental principles of cellular response in humans to perturbation. This collection references small molecules.","DATABASE","","lincs.molecule,LINCS.MOLECULE","None","None"
"exac.transcript","exac.transcript","ExAC Transcript","The Exome Aggregation Consortium (ExAC) is a coalition of investigators seeking to aggregate and harmonize exome sequencing data from a variety of large-scale sequencing projects, and to make summary data available for the wider scientific community. The data pertains to unrelated individuals sequenced as part of various disease-specific and population genetic studies and serves as a reference set of allele frequencies for severe disease studies. This collection references transcript information.","DATABASE","","exac.transcript,EXAC.TRANSCRIPT","None","None"
"exac.gene","exac.gene","ExAC Gene","The Exome Aggregation Consortium (ExAC) is a coalition of investigators seeking to aggregate and harmonize exome sequencing data from a variety of large-scale sequencing projects, and to make summary data available for the wider scientific community. The data pertains to unrelated individuals sequenced as part of various disease-specific and population genetic studies and serves as a reference set of allele frequencies for severe disease studies. This collection references gene information.","DATABASE","","exac.gene,EXAC.GENE","None","None"
"Wikidata","wikidata","Wikidata","Wikidata is a collaboratively edited knowledge base operated by the Wikimedia Foundation. It is intended to provide a common source of certain types of data which can be used by Wikimedia projects such as Wikipedia. Wikidata functions as a document-oriented database, centred on individual items. Items represent topics, for which basic information is stored that identifies each topic.","DATABASE","","wikidata,WIKIDATA,Wikidata","None","None"
"SwissLipids","swisslipid","SwissLipids","SwissLipids is a curated resource that provides information about known lipids, including lipid structure, metabolism, interactions, and subcellular and tissue localization. Information is curated from peer-reviewed literature and referenced using established ontologies, and provided with full provenance and evidence codes for curated assertions.","DATABASE","","swisslipid,SWISSLIPID,SwissLipids,swisslipids,SWISSLIPIDS","None","None"
"unipathway.compound","unipathway.compound","UniPathway Compound","UniPathway is a manually curated resource of enzyme-catalyzed and spontaneous chemical reactions. It provides a hierarchical representation of metabolic pathways and a controlled vocabulary for pathway annotation in UniProtKB. UniPathway data are cross-linked to existing metabolic resources such as ChEBI/Rhea, KEGG and MetaCyc. This collection references compounds.","DATABASE","","unipathway.compound,UNIPATHWAY.COMPOUND","None","None"
"seed","seed","SEED Subsystem","This cooperative effort, which includes Fellowship for Interpretation of Genomes (FIG), Argonne National Laboratory, and the University of Chicago, focuses on the development of the comparative genomics environment called the SEED. It is a framework to support comparative analysis and annotation of genomes, and the development of curated genomic data (annotation). Curation is performed at the level of subsystems by an expert annotator, across many genomes, and not on a gene by gene basis. This collection references subsystems.","DATABASE","","seed,SEED","None","None"
"seed.compound","seed.compound","SEED Compound","This cooperative effort, which includes Fellowship for Interpretation of Genomes (FIG), Argonne National Laboratory, and the University of Chicago, focuses on the development of the comparative genomics environment called the SEED. It is a framework to support comparative analysis and annotation of genomes, and the development of curated genomic data (annotation). Curation is performed at the level of subsystems by an expert annotator, across many genomes, and not on a gene by gene basis. This collection references subsystems.","DATABASE","","seed.compound,SEED.COMPOUND","None","None"
"bigg.model","bigg.model","BiGG Model","BiGG is a knowledgebase of Biochemically, Genetically and Genomically structured genome-scale metabolic network reconstructions. It more published genome-scale metabolic networks into a single database with a set of stardized ids called BiGG IDs. Genes in the BiGG models are mapped to NCBI genome annotations, and metabolites are linked to many external databases (KEGG, PubChem, and many more). This collection references individual models.","DATABASE","","bigg.model,BIGG.MODEL","None","None"
"bigg.compartment","bigg.compartment","BiGG Compartment","BiGG is a knowledgebase of Biochemically, Genetically and Genomically structured genome-scale metabolic network reconstructions. It more published genome-scale metabolic networks into a single database with a set of stardized ids called BiGG IDs. Genes in the BiGG models are mapped to NCBI genome annotations, and metabolites are linked to many external databases (KEGG, PubChem, and many more). This collection references model compartments.","DATABASE","","bigg.compartment,BIGG.COMPARTMENT","None","None"
"bigg.metabolite","bigg.metabolite","BiGG Metabolite","BiGG is a knowledgebase of Biochemically, Genetically and Genomically structured genome-scale metabolic network reconstructions. It more published genome-scale metabolic networks into a single database with a set of stardized ids called BiGG IDs. Genes in the BiGG models are mapped to NCBI genome annotations, and metabolites are linked to many external databases (KEGG, PubChem, and many more). This collection references individual metabolotes.","DATABASE","","bigg.metabolite,BIGG.METABOLITE","None","None"
"bigg.reaction","bigg.reaction","BiGG Reaction","BiGG is a knowledgebase of Biochemically, Genetically and Genomically structured genome-scale metabolic network reconstructions. It more published genome-scale metabolic networks into a single database with a set of stardized ids called BiGG IDs. Genes in the BiGG models are mapped to NCBI genome annotations, and metabolites are linked to many external databases (KEGG, PubChem, and many more). This collection references reactions.","DATABASE","","bigg.reaction,BIGG.REACTION","None","None"
"RRID","rrid","RRID","The Research Resource Identification Initiative provides RRIDs to 3 main classes of resources: Antibodies, Model Organisms, and Databases / Software tools.
The initiative works with participating journals to intercept manuscripts in the publication process that use these resources, and allows publication authors to incorporate RRIDs within the methods sections. It also provides resolver services that access curated data from 10 data sources: the antibody registry (a curated catalog of antibodies), the SciCrunch registry (a curated catalog of software tools and databases), and model organism nomenclature authority databases (MGI, FlyBase, WormBase, RGD), as well as various stock centers. These RRIDs are aggregated and can be searched through SciCrunch.","DATABASE","","rrid,RRID","None","None"
"UMLS","umls","UMLS","The Unified Medical Language System is a repository of biomedical vocabularies. Vocabularies integrated in the UMLS Metathesaurus include the NCBI taxonomy, Gene Ontology, the Medical Subject Headings (MeSH), OMIM and the Digital Anatomist Symbolic Knowledge Base. UMLS concepts are not only inter-related, but may also be linked to external resources such as GenBank.","DATABASE","","umls,UMLS,UMLS_CUI,umls_cui","https://uts.nlm.nih.gov/help/license/LicenseAgreement.pdf","2016AB"
"MeSH","mesh","MeSH","MeSH (Medical Subject Headings) is the National Library of Medicine's controlled vocabulary thesaurus. It consists of sets of terms naming descriptors in a hierarchical structure that permits searching at various levels of specificity. This thesaurus is used by NLM for indexing articles from biomedical journals, cataloguing of books, documents, etc.","DATABASE","","mesh,MESH,MeSH,MSH,msh","https://uts.nlm.nih.gov/help/license/LicenseAgreement.pdf","2016AB"
